rpm,load,ambient_temp,altitude,throttle,cht,egt,oil_pressure,fuel_flow,vibration,current,expected_cht,expected_egt,expected_oil_pressure,expected_vibration,cht_residual,egt_residual,oil_pressure_residual,vibration_residual,degradation,fault,rul
2811.2583208878787,96.05714451279329,30.259666799627283,14966.462104925915,32.48149123539492,188.2608215209296,625.7813663882775,45.22746620521493,11.04661814771092,0.7862326394657324,5.820944279242754,183.99173610162651,618.1014100160992,49.80549500607957,0.6216887481331818,4.269085419303082,7.679956372178367,-4.578028800864637,0.16454389133255065,0.17176342346781773,healthy,430.4471898851177
2176.633423760513,43.37157188281745,10.149901381153043,11401.749605425899,82.81407691144109,144.02520471392057,567.4905446144539,49.424625911479175,6.714064018101263,0.5221786165395976,3.296133722385988,142.3698100601077,572.4351772075529,48.94334163945871,0.5264950135640769,1.6553946538128628,-4.944632593098959,0.4812842720204671,-0.004316397024479279,0.013505588233544029,healthy,530.2927695734068
2129.503234080903,59.614152808901615,-8.108631338662988,22733.01005196955,40.70239852800135,130.22568149837386,577.6015321350942,44.56319993703269,7.364668058111604,0.8112701735133088,3.814100171492126,128.37010125616095,571.1361578648346,47.26689364793509,0.5194254851121354,1.855580242212909,6.465374270259645,-2.7036937109023995,0.2918446884011734,0.03427615125860926,healthy,455.92836242346846
3265.2794245272707,31.27393799798101,34.120833941472185,1863.7660919942705,98.95095492804138,183.13774548624446,594.3802149711635,56.61358275431141,8.012565731127422,1.162563509176733,3.6138542896705927,178.04495261932416,594.4113640361792,58.620320356379686,0.6897919136790907,5.092792866920291,-0.03114906501571113,-2.0067376020682772,0.47277159549764236,0.06941564251829263,healthy,461.5789992075774
2639.652268632288,46.014665762139764,30.128339808593523,15938.936783880328,90.97701940610612,164.46436446598614,595.4502057971085,57.676358447583205,7.594669001932331,0.8170759518432553,3.8385211844611136,157.3455735487605,589.2464626938702,52.436044888087125,0.5959478402948432,7.118790917225624,6.2037431032383665,5.24031355949608,0.22112811154841217,0.07521394738786309,healthy,434.0180171342404
3173.1408661446976,92.60531791408744,3.7110726031881214,10259.573075890743,80.4440910834439,192.7349279569185,668.7725658921099,45.845265165983946,11.935996167868781,2.3364123264175767,6.163039335301181,180.3848918776472,640.8287396555015,52.976701496030586,0.6759711299217046,12.35003607927132,27.943826236608402,-7.13143633004664,1.660441196495872,0.38944692746830023,general_degradation,324.64943607650764
3980.088418942969,91.68730399387945,7.490191123452512,2751.298113191919,38.234813003355335,211.22325148574015,673.3490220672732,49.97520221934309,13.25857860205921,2.635498110054093,6.581399938570628,203.8946757867535,645.4029686192401,59.5057230320334,0.7970132628414452,7.32857569898664,27.946053448033013,-9.530520812690312,1.8384848472126478,0.43697439547648653,general_degradation,285.81157886365185
3698.1511890169804,49.09036819034352,43.44801454965284,24061.18237355278,40.14258366602913,174.12431023712014,602.3264923485705,65.13768897553845,9.479618116145794,0.9043872080873683,4.359521816911797,176.32021198923385,600.6850153798439,60.657980056908364,0.7547226783525469,-2.1959017521137127,1.6414769687265789,4.479708918630088,0.14966452973482136,0.02233876531702472,healthy,465.457056589097
4461.2562260986215,39.364421720920035,26.967455107323318,19040.49038321794,39.01100351939198,181.7870926897047,614.3734416857084,65.4287876034738,10.443222775229213,1.4355581252974696,4.698802998127479,182.4598390146329,610.6132364330807,67.54089607111537,0.8691884339147933,-0.6727463249281982,3.7602052526276566,-2.1121084676415762,0.5663696913826763,0.05626217516174599,healthy,472.0517993339297
2411.5385930344323,71.61382323275599,-0.40984640472547085,17273.44345256165,50.93882770404299,151.57646850127102,607.0555794871566,42.628641596603096,9.329658529516644,1.5177258710484463,4.379970612206049,148.1555484744356,592.5694954317563,48.56320288565498,0.5617307889551648,3.4209200268354323,14.486084055400283,-5.934561289051885,0.9559950820932814,0.17364163280919892,healthy,416.8718607660466
2051.377473075928,91.77726063626613,39.52299314398317,15827.536431831699,47.122383283896056,192.0030703158237,637.3049466837057,34.24048642273593,10.866015182559648,2.5988590333532726,5.5637284821508945,172.15852194184635,600.3768055489013,44.068838933706125,0.5077066209613892,19.844548373977347,36.92814113480438,-9.828352510970198,2.0911524123918834,0.5140464524983973,abnormal_vibration,263.9637215972187
2405.5271355435116,76.97433770780287,3.0486998123240046,8134.992453981693,79.71931240944193,176.9694253871,628.0679366975963,39.25278586944366,9.692497823852305,1.8628693872514834,5.229174544079544,161.32729786047483,607.316841668915,48.086270067723866,0.5608290703315267,15.64212752662516,20.751095028681334,-8.833484198280203,1.3020403169199568,0.36630059347826105,general_degradation,323.67274275720234
4208.5256989782065,70.49109007978103,33.714621694790665,12565.927327629803,66.15231077010873,203.43277663537995,643.763787181213,61.9000822907112,11.85241333033536,0.9169006717715282,5.462462642560121,201.76583663727473,641.8084323157962,63.02891838544317,0.8312788548467309,1.6669399981052209,1.9553548654168935,-1.128836094731973,0.08562181692479731,0.04402856584843281,healthy,498.8971404427099
2655.68941392195,33.5594197348874,20.624069435209258,23403.869354019524,75.68238373399784,142.2400933871586,581.6977459224912,48.500769498951854,7.381840676877805,1.2653206449562417,3.8286427114398034,139.81231369487955,573.0845474163466,53.56076173258461,0.5983534120882925,2.4277796922790458,8.613198506144613,-5.059992233632755,0.6669672328679492,0.13870258189857562,healthy,451.7247500914102
2770.626108293339,43.487347541159465,34.51486355131825,20252.83486697952,89.3657854864083,165.65089471623406,603.5600077200029,51.17171196178598,8.11592443328735,0.9808611254361534,3.6876699435020965,156.44517325148146,589.68229041462,53.68602106305395,0.6155939162440007,9.2057214647526,13.87771730538293,-2.514309101267969,0.3652672091921527,0.1489450708810389,healthy,428.82792052166735
1897.0441392512037,57.24784145059681,19.845454908916714,7163.53130320711,67.26666084552086,156.3710748799363,576.9868432134422,44.26543140350038,7.3303556956305576,1.0659063172702463,3.944100670357354,152.66751931054148,572.4924920827495,45.59652579796188,0.48455662088768053,3.7035555693948083,4.494351130692621,-1.331094394461502,0.5813496963825657,0.1345144946165427,healthy,419.7107457396124
3259.7148283472875,70.99439211985653,29.935023354746384,24396.301986563365,61.30402786409562,184.2919415232392,651.5744775103353,45.92176124545303,10.93467288070275,2.51409299662672,5.318034899278036,171.19355305499644,616.8442333689866,55.398167257189776,0.6889572242520932,13.098388468242746,34.73024414134875,-9.47640601173675,1.8251357723746269,0.44039559147180074,general_degradation,298.709838065851
